Unique_client_ID,y_proba,Race/Ethnicity,SPA,Gender,Age_group_at_assessment,Intervention,InterventionYear,AssessmentYear,TOTAL_SCORE,HISTORY_SUB_SCORE,RISKS_SUB_SCORE,SOCIALIZATION_SUB_SCORE,WELLNESS_SUB_SCORE
805,0.533748577,Black,6,Male,25-44,Exited to a temporary destination,2018,2018,9,0,3,3,3
812,0.049085318,White,6,Female,25-44,Assessed Only,,2018,13,2,4,3,4
13767,0.331531435,Black,6,Female,45-59,Exited to an other or unknown destination,2018,2018,8,2,1,0,5
819,0.069737482,White,3,Male,45-59,Exited to a temporary destination,2020,2019,13,2,3,3,5
14427,0.404871395,Black,6,Female,25-44,Exited to an institutional destination,2022,2022,8,1,3,1,3
11516,0.082616713,Black,6,Female,45-59,Permanently Housed,2018,2018,14,2,4,3,5
16171,0.185370582,Black,5,Male,25-44,Exited to an other or unknown destination,2019,2017,8,2,2,1,3
829,0.584458181,Black,4,Female,60+,Permanently Housed,,2019,6,1,1,2,1
830,0.400145405,Black,7,Male,45-59,"Currently active in ""Emergency Shelter"" program",,2022,4,2,1,1,0
831,0.056331354,White,2,Male,25-44,Exited to a place not meant for habitation,2018,2017,12,2,3,3,4
832,0.292755347,Black,4,Male,60+,"Currently active in ""Street Outreach"" program",,2022,6,2,1,2,0
8087,0.301935201,Black,6,Female,45-59,Exited to a place not meant for habitation,2022,2020,7,2,2,1,2
838,0.165272755,Black,6,Male,60+,Exited to an other or unknown destination,2017,2017,9,2,1,4,1
16324,0.221057031,Black,2,Female,25-44,"Currently active in ""Services Only"" program",,2022,7,2,0,3,2
839,0.191257188,Black,6,Male,60+,"Currently active in ""Street Outreach"" program",,2022,9,2,2,2,2
863,0.123257037,White,8,Male,25-44,Exited to an other or unknown destination,2017,2017,8,2,2,2,2
867,0.216483538,Black,5,Male,45-59,Exited to an other or unknown destination,2019,2019,8,2,1,3,2
14852,0.155780055,Black,3,Male,25-44,Exited to an other or unknown destination,2022,2020,13,1,3,4,5
870,0.238471222,Black,4,Male,60+,"Currently active in ""Street Outreach"" program",,2022,9,2,1,1,4
873,0.347144125,Latino,6,Male,45-59,Exited to an other or unknown destination,2017,2017,6,2,1,0,2
20819,0.138654952,Latino,6,Male,60+,Exited to a temporary destination,2020,2020,9,2,2,2,2
875,0.06429337,Black,6,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",2020,2019,15,2,4,3,6
883,0.126756648,Black,6,Male,25-44,Exited to an other or unknown destination,2022,2020,9,2,2,3,2
885,0.422054862,Black,6,Male,18-24,"Currently active in ""Emergency Shelter"" program",,2020,8,1,1,4,2
888,0.271007244,Black,4,Male,45-59,Exited to an other or unknown destination,2020,2017,7,2,1,2,2
1247,0.047938951,White,4,Female,25-44,Exited to an other or unknown destination,2022,2018,13,2,3,4,4
890,0.200036499,Black,8,Male,18-24,"Currently active in ""Services Only"" program",,2022,8,2,2,3,1
896,0.094631115,Latino,4,Male,60+,Permanently Housed,,2017,12,2,2,2,5
902,0.116303387,Black,6,Female,60+,Permanently Housed,,2019,12,2,3,3,3
23040,0.487866504,Black,6,Male,60+,Permanently Housed,,2018,8,1,2,1,3
2967,0.542885583,Latino,6,Male,45-59,Exited to an other or unknown destination,2019,2018,6,1,1,0,4
918,0.094961679,Black,4,Female,45-59,Permanently Housed,2022,2020,14,2,4,2,6
14896,0.308199637,Black,8,Male,25-44,Permanently Housed,2018,2017,9,1,3,2,3
921,0.194750042,Black,4,Female,25-44,Permanently Housed,2019,2018,12,1,3,4,4
11481,0.186364573,Black,4,Male,60+,"Currently active in ""Day Shelter"" program",,2021,14,1,4,3,5
5700,0.081514692,White,5,Male,45-59,Exited to an other or unknown destination,2020,2016,12,2,4,2,4
21096,0.399242928,Black,5,Male,18-24,Exited to an other or unknown destination,2015,2016,9,1,3,2,3
924,0.549473323,Black,2,Male,60+,Exited to a place not meant for habitation,2021,2021,7,1,0,2,3
28819,0.058056588,Black,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2022,2021,13,2,3,4,4
926,0.149396916,Latino,4,Male,60+,"Matched to Permanent Housing, Not Yet Housed",2022,2020,13,1,3,4,4
20191,0.092221324,Black,2,Male,45-59,Permanently Housed,,2022,13,2,2,4,5
929,0.819998296,Black,4,Male,45-59,Exited to an other or unknown destination,2017,2017,5,0,2,1,2
27428,0.912781602,Black,4,Male,45-59,Exited to an other or unknown destination,2017,2016,1,0,0,1,0
934,0.031242499,Latino,4,Male,25-44,Exited to an other or unknown destination,2019,2018,15,2,4,3,6
3414,0.141208712,Black,4,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2016,10,2,4,2,2
936,0.266128498,Black,6,Male,45-59,Assessed Only,,2018,7,2,0,3,2
938,0.372162968,Black,3,Male,60+,"Currently active in ""Services Only"" program",,2019,9,1,1,4,2
25209,0.027962683,White,3,Female,25-44,Exited to an other or unknown destination,2022,2019,16,2,4,4,6
940,0.177502023,Black,5,Male,45-59,Permanently Housed,2021,2016,9,2,3,2,2
956,0.564599499,Black,8,Male,45-59,Permanently Housed,,2020,7,1,1,1,4
958,0.147293434,Black,4,Female,60+,Exited to a place not meant for habitation,2019,2019,11,2,2,3,3
966,0.124846678,Black,4,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2018,10,2,2,3,3
24187,0.388357041,White,5,Female,45-59,Exited to a place not meant for habitation,2017,2017,4,2,1,0,1
19283,0.597471444,Black,8,Male,45-59,Permanently Housed,2015,2016,5,1,1,2,1
23552,0.3940276,Latino,8,Male,45-59,Exited to a place not meant for habitation,2022,2019,7,1,1,3,2
995,0.67226786,Black,6,Female,25-44,"Currently active in ""Services Only"" program",,2022,3,1,0,1,1
26620,0.625106254,Black,5,Male,60+,Exited to a temporary destination,2018,2018,5,1,1,1,1
997,0.584458181,Black,8,Female,60+,Exited to a place not meant for habitation,2020,2020,6,1,1,2,1
999,0.059429796,Black,3,Male,25-44,"Currently active in ""Emergency Shelter"" program",,2016,13,2,4,3,4
1001,0.36614075,Black,6,Male,45-59,Exited to an other or unknown destination,2019,2016,5,2,1,1,1
24465,0.210391672,Latino,6,Female,25-44,Exited to a place not meant for habitation,2020,2018,6,2,1,1,2
5287,0.452367565,Black,6,Female,45-59,Exited to an other or unknown destination,2017,2017,8,1,2,3,2
1010,0.398651077,Latino,2,Male,18-24,"Currently active in ""Services Only"" program",,2020,6,1,1,4,0
10233,0.214516619,Black,4,Male,60+,"Currently active in ""Street Outreach"" program",,2020,8,2,2,2,1
16357,0.084626389,Black,6,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,14,2,4,2,6
1024,0.031888925,Latino,4,Female,60+,Exited to an other or unknown destination,2022,2022,17,2,4,4,6
14482,0.149488149,Black,6,Male,60+,Exited to an other or unknown destination,2017,2017,10,2,2,3,2
8151,0.082220205,Latino,2,Female,60+,"Matched to Permanent Housing, Not Yet Housed",2022,2022,12,2,3,3,3
1034,0.545517137,Black,7,Male,60+,"Currently active in ""Transitional Housing"" program",,2021,11,0,3,3,4
1035,0.256312904,Latino,6,Male,25-44,Exited to a place not meant for habitation,2022,2019,9,1,2,2,4
1037,0.0427858,Latino,4,Male,60+,"Matched to Permanent Housing, Not Yet Housed",,2021,14,2,4,4,3
28424,0.643318046,Latino,3,Female,18-24,Exited to a permanent destination,2021,2018,4,1,0,1,2
1045,0.532921615,Black,6,Male,45-59,Permanently Housed,2019,2018,7,1,2,1,3
5536,0.339883102,White,7,Female,45-59,Exited to an other or unknown destination,2022,2022,9,1,2,3,3
1050,0.165174687,White,2,Female,25-44,Exited to an other or unknown destination,2019,2018,12,1,2,4,5
1225,0.599266399,Black,4,Female,45-59,Exited to an other or unknown destination,2017,2017,6,1,2,1,2
12968,0.116446402,Black,4,Male,60+,"Matched to Permanent Housing, Not Yet Housed",,2022,12,2,2,3,4
1054,0.092600808,Latino,4,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",2022,2021,10,2,4,1,3
1059,0.069647311,White,2,Female,45-59,Permanently Housed,2022,2021,13,2,4,3,4
10738,0.109948964,Black,6,Female,25-44,Exited to an other or unknown destination,2017,2017,11,2,2,3,4
4084,0.69387155,Black,6,Female,45-59,Permanently Housed,2021,2021,4,1,1,1,1
1077,0.518764971,Black,4,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2021,12,0,3,3,6
1083,0.102031245,White,4,Male,45-59,Permanently Housed,,2018,11,2,2,3,4
1085,0.054783626,Black,5,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",2020,2018,16,2,4,4,6
1088,0.164287297,White,2,Male,60+,Exited to an other or unknown destination,2016,2016,8,2,2,2,1
1089,0.182419171,Black,7,Female,60+,"Currently active in ""Day Shelter"" program",,2019,11,2,0,3,5
1090,0.161638651,Latino,2,Male,45-59,Exited to a temporary destination,2021,2016,8,2,2,2,2
14366,0.045235169,Black,6,Male,25-44,Assessed Only,,2017,15,2,4,3,6
8432,0.060452616,White,3,Male,45-59,Exited to a place not meant for habitation,2020,2019,13,2,3,4,4
27085,0.03694701,White,4,Female,25-44,Exited to an other or unknown destination,2022,2021,14,2,4,4,4
1125,0.139115669,Black,6,Female,45-59,Exited to an other or unknown destination,2019,2018,11,2,4,2,3
1128,0.143986474,Latino,4,Female,45-59,Exited to an other or unknown destination,2021,2021,10,2,3,1,4
1132,0.65064704,Black,2,Female,60+,Permanently Housed,2020,2020,6,1,0,1,3
28863,0.123444024,Latino,7,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,10,2,2,3,3
8943,0.478021012,Black,6,Female,45-59,Exited to an other or unknown destination,2018,2019,8,1,0,4,3
1139,0.138223581,Black,4,Male,45-59,Exited to a place not meant for habitation,2021,2022,10,2,3,3,2
1140,0.075814899,White,5,Female,60+,"Matched to Permanent Housing, Not Yet Housed",2022,2019,13,2,3,3,4
1146,0.291285556,Black,5,Male,60+,Permanently Housed,,2021,11,1,4,2,3
1148,0.058056588,Black,4,Male,25-44,Exited to an other or unknown destination,2020,2018,13,2,3,4,4
1157,0.146917697,White,5,Male,45-59,Exited to an other or unknown destination,2016,2016,9,2,1,3,3
5848,0.236614703,Black,4,Female,60+,Exited to an other or unknown destination,2020,2018,8,2,2,2,1
18002,0.276182875,Latino,4,Female,25-44,Exited to an other or unknown destination,2020,2019,9,1,1,3,4
5453,0.336935404,Asian,7,Female,60+,Exited to an other or unknown destination,2021,2021,10,1,3,1,4
23644,0.262007618,White,1,Female,25-44,"Currently active in ""PH - Rapid Re-Housing"" program",,2019,9,1,2,3,3
1180,0.59680392,Black,8,Male,60+,Permanently Housed,2019,2019,6,1,2,0,2
20271,0.037891643,White,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2022,2021,14,2,4,3,5
1181,0.226512061,Black,4,Female,60+,Exited to an other or unknown destination,2019,2018,13,1,3,4,4
1183,0.69387155,Black,6,Female,45-59,Exited to an other or unknown destination,2020,2018,4,1,1,1,1
19019,0.077716079,Black,2,Male,25-44,Exited to a place not meant for habitation,2021,2021,11,2,4,3,2
27677,0.499441931,White,1,Male,60+,Exited to a place not meant for habitation,2020,2020,10,0,3,3,3
1188,0.084435384,Latino,2,Male,45-59,Exited to an institutional destination,2021,2021,11,2,2,4,3
1195,0.649470915,Black,6,Male,25-44,Exited to an other or unknown destination,2018,2017,3,1,1,0,1
16500,0.768917539,Black,4,Female,45-59,Permanently Housed,2017,2017,7,0,2,2,3
14001,0.402738458,Black,8,Female,25-44,Exited to an other or unknown destination,2021,2021,7,1,3,2,1
1197,0.495850632,Black,6,Male,60+,"Matched to Permanent Housing, Not Yet Housed",2020,2017,3,2,0,0,0
1202,0.383841173,Black,4,Male,60+,Permanently Housed,,2020,9,1,3,2,2
1203,0.517635147,Black,4,Male,60+,"Currently active in ""Emergency Shelter"" program",,2022,7,1,1,2,2
1957,0.494767128,Black,1,Male,45-59,Exited to a temporary destination,2021,2018,7,1,2,2,2
1206,0.149886118,Black,2,Female,45-59,Permanently Housed,,2020,12,2,1,3,6
19483,0.34379049,White,5,Male,45-59,Assessed Only,,2020,8,1,2,3,2
7680,0.155161189,Black,4,Female,45-59,Exited to an other or unknown destination,2022,2021,11,2,3,2,4
7181,0.284845061,Black,7,Male,25-44,"Currently active in ""Services Only"" program",,2018,5,2,1,1,1
24713,0.154184636,Black,4,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2022,10,2,2,3,3
1232,0.11949614,White,4,Male,45-59,Exited to an other or unknown destination,2018,2017,11,2,3,1,5
11525,0.259926335,White,,Male,45-59,Assessed Only,,2017,6,2,0,2,2
17782,0.030975459,Latino,5,Male,25-44,Exited to an other or unknown destination,2020,2016,14,2,4,4,4
1240,0.246834431,Black,6,Female,25-44,Exited to an other or unknown destination,2018,2017,6,2,0,3,1
1249,0.418064305,Black,8,Female,60+,Exited to an other or unknown destination,2018,2018,5,2,0,1,1
1252,0.046928008,Black,6,Male,60+,"Currently active in ""Services Only"" program",,2019,16,2,4,4,5
20176,0.081947704,Black,4,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,13,2,4,4,3
1258,0.206552216,Black,6,Male,60+,Permanently Housed,,2020,14,1,3,3,6
1260,0.718293274,Black,2,Male,60+,Exited to an other or unknown destination,2016,2017,4,1,0,0,2
16216,0.366912212,Black,4,Male,25-44,Exited to an other or unknown destination,2019,2018,7,1,2,3,1
24284,0.374773919,Black,5,Male,25-44,"Currently active in ""Day Shelter"" program",,2017,8,1,3,1,3
1267,0.058056588,Black,4,Male,25-44,Permanently Housed,2021,2021,13,2,3,4,4
26439,0.383259179,White,1,Female,25-44,Exited to an other or unknown destination,2014,2018,6,1,1,3,1
1268,0.867583666,Black,7,Male,60+,Permanently Housed,2020,2022,4,0,0,1,2
5754,0.091251932,Black,5,Male,60+,Exited to an other or unknown destination,2019,2019,13,2,3,3,4
1270,0.240590507,Black,4,Male,45-59,Permanently Housed,2018,2017,9,2,0,2,5
1273,0.261375535,Black,4,Female,45-59,Exited to an other or unknown destination,2021,2017,13,1,3,3,6
3936,0.295170065,Black,4,Male,45-59,Exited to an other or unknown destination,2019,2018,6,2,0,3,1
8232,0.058414041,White,4,Male,60+,Permanently Housed,2019,2016,13,2,3,4,3
6539,0.298463113,Asian,3,Female,60+,Permanently Housed,2018,2018,10,1,2,3,3
1285,0.653592117,White,8,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2017,3,1,0,1,1
1286,0.200919958,Black,4,Male,45-59,Exited to an other or unknown destination,2021,2019,9,2,3,1,3
7478,0.164417944,Black,2,Female,25-44,"Currently active in ""Street Outreach"" program",,2018,9,2,3,1,3
1298,0.170365814,Black,,Male,45-59,Exited to a temporary destination,2022,2022,9,2,1,4,2
1299,0.05388292,Latino,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2022,2019,13,2,3,2,6
1300,0.047128525,White,3,Male,45-59,Permanently Housed,2022,2019,15,2,4,3,6
23899,0.423060393,Black,4,Female,45-59,Exited to a temporary destination,2018,2018,9,1,3,2,3
1309,0.751676268,Black,6,Male,45-59,Exited to an other or unknown destination,2017,2017,2,1,0,1,0
1407,0.800638041,Black,6,Female,25-44,Exited to an other or unknown destination,2017,2017,4,0,1,2,1
23850,0.279812821,Black,8,Male,25-44,Exited to an other or unknown destination,2017,2016,5,2,0,2,1
22260,0.157931871,Latino,4,Male,60+,Permanently Housed,2017,2018,9,2,2,1,3
18404,0.146555455,Latino,3,Male,25-44,Exited to an other or unknown destination,2020,2018,11,1,4,3,3
1323,0.185024884,Black,4,Male,60+,Exited to an institutional destination,2020,2019,13,1,4,4,3
26067,0.066447986,Black,6,Male,25-44,Permanently Housed,2020,2018,12,2,3,4,3
1334,0.133272665,Black,6,Female,45-59,Exited to an other or unknown destination,2020,2018,11,2,2,4,3
14286,0.289172395,Black,4,Female,60+,"Matched to Permanent Housing, Not Yet Housed",,2021,7,2,1,2,1
1340,0.205250784,Black,4,Female,25-44,Exited to an other or unknown destination,2021,2020,8,2,2,1,3
1345,0.340395775,Latino,6,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2017,4,2,0,1,1
5896,0.126690317,White,4,Male,60+,"Matched to Permanent Housing, Not Yet Housed",,2022,11,2,1,2,5
1354,0.673251386,Latino,2,Male,45-59,Exited to a place not meant for habitation,2022,2021,2,1,0,1,0
10980,0.142958845,White,3,Male,45-59,Permanently Housed,,2019,14,1,3,4,6
1355,0.87992435,White,2,Male,60+,Exited to an institutional destination,2018,2017,2,0,0,0,1
1356,0.25163115,White,4,Male,60+,Assessed Only,,2017,11,1,3,2,4
1359,0.822828191,Black,6,Male,25-44,Exited to an other or unknown destination,2018,2018,3,0,0,2,1
13638,0.406585518,Black,4,Female,25-44,Exited to an other or unknown destination,2018,2018,3,2,0,1,0
1362,0.631554227,Black,6,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2021,4,1,1,2,0
25200,0.200313525,Black,2,Male,45-59,Exited to a temporary destination,2017,2016,10,2,3,2,2
1372,0.154184636,Black,4,Male,45-59,Exited to an other or unknown destination,2022,2021,10,2,2,3,3
18340,0.078087468,Black,4,Female,60+,Permanently Housed,,2021,14,2,3,4,4
1378,0.285290019,White,1,Male,45-59,Assessed Only,,2018,9,1,3,3,2
25427,0.04998439,Latino,4,Female,45-59,Exited to an other or unknown destination,2020,2020,14,2,4,4,4
1384,0.164079129,Latino,4,Female,25-44,Exited to a place not meant for habitation,2022,2020,6,2,1,3,0
1385,0.151933287,Black,5,Female,45-59,Exited to an other or unknown destination,2019,2017,11,2,2,3,4
18721,0.053150166,White,5,Female,45-59,Permanently Housed,2019,2017,15,2,4,3,6
12219,0.171424082,Black,1,Female,45-59,Permanently Housed,2013,2018,10,2,2,3,3
1392,0.362119517,Black,4,Female,45-59,"Currently active in ""Coordinated Entry"" program",,2022,6,2,1,1,2
1395,0.06429337,Black,2,Male,45-59,Exited to a place not meant for habitation,2020,2020,15,2,4,3,6
16665,0.115556591,Latino,1,Female,25-44,Exited to a place not meant for habitation,2019,2019,9,2,2,2,3
14253,0.281603266,Black,4,Male,25-44,"Currently active in ""Other"" program",,2021,9,1,4,2,2
1411,0.466814755,Black,8,Male,45-59,"Currently active in ""Emergency Shelter"" program",,2022,3,2,0,1,0
1418,0.243265536,Black,4,Female,45-59,"Currently active in ""Street Outreach"" program",,2018,8,2,2,2,2
11332,0.34942493,Black,6,Male,45-59,Permanently Housed,,2019,11,1,1,3,6
1419,0.627828792,Black,4,Male,45-59,Exited to a place not meant for habitation,2021,2016,5,1,0,2,2
21059,0.185160655,Black,4,Female,25-44,Exited to an other or unknown destination,2019,2017,8,2,3,1,2
1421,0.045451636,Latino,6,Female,25-44,Permanently Housed,2022,2016,13,2,3,4,4
11397,0.625106254,Black,6,Male,60+,Exited to a place not meant for habitation,2021,2021,5,1,1,1,1
19908,0.564257579,Black,6,Female,45-59,Exited to an other or unknown destination,2022,2022,7,1,2,1,3
1428,0.791646302,White,2,Male,18-24,Exited to an other or unknown destination,2017,2017,4,0,1,2,1
22109,0.236866008,Black,8,Male,60+,Permanently Housed,2018,2017,8,2,1,2,2
1429,0.132093838,Black,6,Male,60+,Exited to a place not meant for habitation,2020,2019,11,2,2,3,3
24764,0.728783457,Black,1,Male,45-59,Exited to an other or unknown destination,2020,2016,3,1,1,0,1
13289,0.342861105,Black,6,Female,60+,Exited to an other or unknown destination,2018,2017,12,1,2,2,6
1436,0.045235169,Black,1,Male,25-44,Exited to a place not meant for habitation,2019,2018,15,2,4,3,6
1438,0.151012977,White,4,Female,45-59,"Currently active in ""Street Outreach"" program",,2021,10,2,3,1,4
1446,0.432032447,Black,6,Male,25-44,Exited to an other or unknown destination,2017,2017,6,1,1,3,1
28438,0.112541942,Black,4,Male,25-44,Exited to an other or unknown destination,2018,2018,11,2,2,2,5
4382,0.149488149,Black,7,Male,60+,Exited to an other or unknown destination,2022,2018,10,2,2,3,2
